time,cell_fraction_regularized
112.25,0.7808752141633352
112.5,0.7801256424900057
112.75,0.7796259280411193
113.0,0.7783409480296973
113.25,0.7771987435751
113.5,0.7762350085665334
113.75,0.7751641918903484
114.0,0.7741647629925758
114.25,0.7736650485436893
114.5,0.7732367218732153
114.75,0.7728083952027412
115.0,0.7723443746430612
115.25,0.771880354083381
115.5,0.7712378640776698
115.75,0.7702741290691034
116.0,0.7696316390633923
116.25,0.7688463735008567
116.5,0.7688463735008567
116.75,0.7683823529411764
117.0,0.768061107938321
117.25,0.7670973729297544
117.5,0.7658480868075386
117.75,0.764848657909766
118.0,0.764241861793261
118.25,0.7635993717875501
118.5,0.762742718446602
118.75,0.7612078812107367
119.0,0.7601013706453456
119.25,0.7590662478583666
119.5,0.7579597372929755
119.75,0.7569603083952027
120.0,0.7557824100513992
120.25,0.7545331239291834
120.5,0.7536050828098231
120.75,0.7524985722444317
121.0,0.7515705311250713
121.25,0.7508923472301542
121.5,0.7503569388920617
121.75,0.7487864077669903
122.0,0.7476442033123929
122.25,0.7464306110793831
122.5,0.7454311821816105
122.75,0.7440748143917761
123.0,0.742754140491148
123.25,0.7415048543689321
123.5,0.7400414049114793
123.75,0.7386493432324387
124.0,0.7376499143346659
124.25,0.7361864648772131
124.5,0.7347587093089664
124.75,0.7338663620788122
125.0,0.7326884637350085
125.25,0.7314034837235865
125.5,0.730225585379783
125.75,0.729583095374072
126.0,0.7290833809251857
126.25,0.7284051970302684
126.5,0.7266918903483724
126.75,0.7249785836664763
127.0,0.7235508280982296
127.25,0.7227655625356939
127.5,0.7219802969731582
127.75,0.7213378069674472
128.0,0.720445459737293
128.25,0.7196601941747574
128.5,0.7187678469446032
128.75,0.7185179897201599
129.0,0.7181967447173044
129.25,0.7183395202741291
129.5,0.7185179897201599
129.75,0.7186250713877784
130.0,0.7186607652769846
130.25,0.7188392347230155
130.5,0.7189106225014278
130.75,0.7186250713877784
131.0,0.7180896630496859
131.25,0.7175542547115934
131.5,0.7165548258138207
131.75,0.7164834380354084
132.0,0.716197886921759
132.25,0.7156267846944604
132.5,0.7149486007995431
132.75,0.7141990291262137
133.0,0.7147701313535123
133.25,0.7152698458023987
133.5,0.7158766419189034
133.75,0.7159123358081096
134.0,0.715555396916048
134.25,0.7152698458023987
134.5,0.7152698458023987
134.75,0.7144488863506567
135.0,0.7139848657909766
135.25,0.713627926898915
135.5,0.7131639063392348
135.75,0.712592804111936
136.0,0.7116290691033695
136.25,0.7109151913192462
136.5,0.710451170759566
136.75,0.7100942318675043
